geocode,publisher,activity_or_facility,row_count
,,,325941
,Actihire,,17280
,Actihire,Sports Hall,10712
,Active Leeds,,55420
,Active Luton,,4659
,Active Tameside,,5760
,Ashmole Trust,,10
,Bangor City Stadium,,14690
,Barrow Park Leisure Centre,,9072
,Be Well - London Borough of Tower Hamlets,,10
,Beaconsfield Town FC,,12768
,Better,,3219144
,Birmingham City Council,,10
,Bookwhen,,1576
,Bookwhen,"Abs/Core, Core Stability, Pilates",28
,Bookwhen,"Abs/Core, Flexibility/Stretching, Pilates, Trigger Point",4
,Bookwhen,Aerial Hoop,8
,Bookwhen,Aerobics,44
,Bookwhen,Body Conditioning,16
,Bookwhen,"Breathwork, Flexibility/Stretching, Pilates",8
,Bookwhen,Chair Based Exercise,32
,Bookwhen,Falls and Exercise Management,32
,Bookwhen,"Falls and Exercise Management, Postural Stability Instruction",12
,Bookwhen,Flexibility/Stretching,44
,Bookwhen,"Flexibility/Stretching, Pilates",4
,Bookwhen,"Flexibility/Stretching, Trigger Point",8
,Bookwhen,"Flexibility/Stretching, Yoga",4
,Bookwhen,"Group Exercise, Kettlebells",4
,Bookwhen,"Hatha Yoga, Vinyasa Yoga, Yoga",8
,Bookwhen,"Hatha Yoga, Yoga",80
,Bookwhen,Iyengar Yoga,28
,Bookwhen,Legs Bums And Tums,36
,Bookwhen,Personal Training,12
,Bookwhen,Pilates,208
,Bookwhen,Power Pilates,8
,Bookwhen,Rebound,4
,Bookwhen,Soft Play,28
,Bookwhen,Stretch Class,4
,Bookwhen,Trampoline Fitness,4
,Bookwhen,Weight Training,32
,Bookwhen,"Yin Yoga, Yoga",4
,Bookwhen,Yoga,208
,British Orienteering,,1203
,British Triathlon,Triathlon,10
,BwD Leisure,,5892
,Castlepoint,,225
,Colchester Leisure World,,54855
,Conwy,,62030
,Derby Active,,13518
,Eire Og GAA,Sports Hall,140198
,Elgar Park Regional Hockey Association,Sports Hall,43268
,Everyone Active,,367445
,Everyone Active,Abs/Core,5
,Everyone Active,Aqua Aerobics,15
,Everyone Active,Body Combat™,5
,Everyone Active,Body Conditioning,5
,Everyone Active,Bodybalance™,5
,Everyone Active,Bootcamp,5
,Everyone Active,Boxercise,5
,Everyone Active,Clubbercise,5
,Everyone Active,Football,10
,Everyone Active,Group Exercise,135
,Everyone Active,Gym Workout,1085
,Everyone Active,Pickleball,10
,Everyone Active,Rpm™,5
,Everyone Active,Soft Play,10
,Everyone Active,Step Aerobics,5
,Everyone Active,Swimming,1205
,Everyone Active,Walking Cricket,5
,Everyone Active,Yoga,15
,Everyone Active,Zumba®,5
,Exercise Anywhere,,99
,Exercise Anywhere,Nordic Walking,129
,Fylde Coast YMCA,,4825
,gmcommunitylettings,Sports Hall,384
,GoodGym,Running,152
,Halo,,189225
,Huntingdonshire District Council,,3195
,ID Verde Charnwood,,444
,Liberty Leisure,,14185
,Life Leisure,,45498
,Lincs Inspire,,1605
,Loughborough University,,482523
,LRSO,,163648
,LRSO,Sports Hall,52138
,Open Sessions,20-20-20,6
,Orchard Learning Alliance,,2020
,Oxford University,,1565
,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,241785
,Pembrokeshire Leisure,,730
,Places Leisure,,98390
,Places Leisure,Aqua Fit,5
,Places Leisure,Body Combat™,5
,Places Leisure,Bootcamp,5
,Places Leisure,Boxfit,5
,Places Leisure,"Circuit Training, Group Exercise",5
,Places Leisure,Group Exercise,5
,Places Leisure,Indoor Cycling,10
,Places Leisure,Kettlebells,5
,Places Leisure,Swimming,5
,Places Leisure,Yoga,10
,Played,,38796
,Playwaze,11-a-side,8
,Playwaze,Airgun,4
,Playwaze,Aqua Fit,4
,Playwaze,Argentine Tango,4
,Playwaze,Bachata,8
,Playwaze,Badminton,16
,Playwaze,Ballet,28
,Playwaze,Boxing,8
,Playwaze,Breathwork,12
,Playwaze,Contemporary,12
,Playwaze,Dance,20
,Playwaze,Dance Fitness,4
,Playwaze,diddi dance,4
,Playwaze,FitSteps®,64
,Playwaze,Flag Football,8
,Playwaze,Flexibility/Stretching,4
,Playwaze,Folk Dance,4
,Playwaze,Football,4
,Playwaze,Functional Fitness,4
,Playwaze,Group Exercise,4
,Playwaze,Gymnastics,60
,Playwaze,Hatha Yoga,4
,Playwaze,HIIT,4
,Playwaze,Line Dancing,4
,Playwaze,Multisports,32
,Playwaze,Pickleball,8
,Playwaze,Pilates,4
,Playwaze,Street Dance,28
,Playwaze,Sweaty Mama,4
,Playwaze,Tai Chi,4
,Playwaze,Tennis,240
,Playwaze,Walking,8
,Playwaze,Yoga,8
,Playwaze,Zumba®,12
,Playwaze,Zumba® Gold,4
,Plymouth Active,,5520
,Schools Plus Ltd,,50112
,Serco Leisure,,194922
,SLL and InspireAll,,151767
,Southwark Council,,11810
,"St George's School, Harpenden",Sports Hall,33670
,TeamUp,,44691
,TeamUp,Abs/Core,3
,TeamUp,Pilates,6
,TeamUp,Rebound,3
,Tendring Leisure,,17466
,The Downside Settlement,Sports Hall,7254
,TM Active,,38810
,Trafford Community Leisure Trust,,27700
,University of Bristol,,19011
,Vision Redbridge,,1300
,Wigan Leisure and Culture Trust,,56355
,WV Active,,44485
,Your Leisure,,16385
E06000001,Active Hartlepool,,2275
E06000001,Active Hartlepool,Dance Fitness,5
E06000001,Active Hartlepool,Gym Workout,10
E06000001,Active Hartlepool,Pilates,10
E06000001,Active Hartlepool,Short Tennis,10
E06000001,Active Hartlepool,Step Aerobics,5
E06000001,Active Hartlepool,Yoga,5
E06000001,Playwaze,Badminton,4
E06000002,England Netball,Walking Netball,4
E06000002,Everyone Active,,75735
E06000002,Everyone Active,Group Exercise,20
E06000002,Playwaze,Wheelchair Basketball,8
E06000003,Bookwhen,Boxercise,8
E06000003,Bookwhen,Clubbercise,8
E06000003,Bookwhen,Dance Fitness,8
E06000003,British Triathlon,Triathlon,1
E06000003,Everyone Active,,147120
E06000003,Everyone Active,Aqua Aerobics,5
E06000003,Everyone Active,Dance Fitness,5
E06000003,TeamUp,,351
E06000004,Bookwhen,Clubbercise,4
E06000004,Bookwhen,Dance Fitness,12
E06000005,British Triathlon,Triathlon,1
E06000005,England Netball,Netball,4
E06000005,Matthew Arnold Sports Centre,Sports Hall,3504
E06000006,Exercise Anywhere,Nordic Walking,15
E06000006,Played,Golf,4
E06000007,British Triathlon,Duathlon,4
E06000007,Playwaze,Badminton,28
E06000008,BwD Leisure,,8625
E06000008,gmcommunitylettings,Sports Hall,28338
E06000010,England Netball,Netball,2
E06000011,British Triathlon,Triathlon,1
E06000011,England Netball,Netball,1
E06000011,England Netball,Walking Netball,1
E06000011,Playwaze,Badminton,4
E06000011,Playwaze,FitSteps®,4
E06000012,Lincs Inspire,,4920
E06000012,Playwaze,Cricket,8
E06000012,Playwaze,Walking,4
E06000013,Appleby Frodingham Sports Club,Sports Hall,9750
E06000013,British Triathlon,Triathlon,3
E06000013,Broughton Town Council ,Sports Hall,520140
E06000013,England Netball,Walking Netball,4
E06000013,Playwaze,Rowing,8
E06000014,Better,Body Conditioning,300
E06000014,Better,Climbing,644
E06000014,Better,HIIT,8
E06000014,Better,Rock Climbing,11740
E06000014,Better,Roller Skating,72
E06000014,Better,Soft Play,10476
E06000014,Better,Swimming,18304
E06000014,Better,"Swimming, Aqua Aerobics",72
E06000014,Bookwhen,Clubbercise,12
E06000014,British Triathlon,Duathlon,1
E06000014,British Triathlon,Triathlon,1
E06000014,England Netball,Walking Netball,22
E06000014,GLL,"Adult Activities, Swimming",21
E06000014,GLL,"Fitness Classes, Swimming",823
E06000014,GLL,"Gym Workout, Swimming",58
E06000014,GLL,"Kids Activities , Activities for Children",45
E06000014,GLL,"Legs, Bums & Tums, Swimming",47
E06000014,GLL,Swimming,112
E06000014,GLL,"Swimming, Swimming",869
E06000014,GoodGym,Running,64
E06000014,Playwaze,Gym Workout,8
E06000014,Playwaze,Wheelchair Basketball,8
E06000014,TeamUp,,3219
E06000015,Derby Active,,4428
E06000015,Everyone Active,,48900
E06000015,Everyone Active,Body Combat™,5
E06000015,Everyone Active,Cx Worx™,5
E06000015,Everyone Active,Indoor Cycling,10
E06000015,Everyone Active,Swimming,10
E06000015,Everyone Active,Yoga,5
E06000015,Everyone Active,"Yoga, Chair Based Exercise",5
E06000015,Everyone Active,Zumba®,10
E06000015,Exercise Anywhere,Nordic Walking,57
E06000015,GoodGym,Running,1
E06000015,LRSO,Sports Hall,97480
E06000015,Playwaze,Chair Based Exercise,20
E06000015,Playwaze,Clubbercise,8
E06000015,Playwaze,Extend,4
E06000015,Playwaze,FitSteps®,16
E06000015,Playwaze,Pilates,12
E06000015,Playwaze,Pound™,4
E06000015,Playwaze,Zumba®,36
E06000016,GoodGym,Running,7
E06000017,British Triathlon,Triathlon,4
E06000018,,,45252
E06000018,Bookwhen,"Cheerleading, Dance, Gymnastics",52
E06000018,British Triathlon,Triathlon,2
E06000018,England Netball,Netball,1
E06000018,GoodGym,Running,17
E06000018,LRSO,Sports Hall,171464
E06000018,Playwaze,FitSteps®,4
E06000018,Playwaze,Other,256
E06000019,Bookwhen,Hatha Yoga,4
E06000019,Bookwhen,Pilates,8
E06000019,Bookwhen,Weight Training,8
E06000019,Bookwhen,Zumba®,8
E06000019,Bookwhen,Zumba® Gold,4
E06000019,British Triathlon,"Triathlon, Duathlon",1
E06000019,Exercise Anywhere,Nordic Walking,15
E06000019,Halo,,119286
E06000019,Playwaze,FitSteps®,32
E06000020,Actihire,Sports Hall,71350
E06000020,England Netball,Netball,3
E06000020,Exercise Anywhere,Nordic Walking,3
E06000021,Playwaze,Dance,16
E06000021,Playwaze,Kickboxing,12
E06000021,Playwaze,Other,24
E06000022,Actihire,Sports Hall,622
E06000022,Better,Adventure Golf,37580
E06000022,Better,Aerobics,64
E06000022,Better,Aqua Aerobics,56
E06000022,Better,Badminton,68
E06000022,Better,Body Combat™,36
E06000022,Better,Body Conditioning,156
E06000022,Better,Boxfit,20
E06000022,Better,Circuit Training,104
E06000022,Better,"Core Stability, Abs/Core, Group Exercise",60
E06000022,Better,Cycling,2124
E06000022,Better,Dance,8
E06000022,Better,Dance Fitness,12
E06000022,Better,"Dance Fitness, Group Exercise",36
E06000022,Better,Football,64
E06000022,Better,Functional Fitness,344
E06000022,Better,Group Exercise,36
E06000022,Better,"Group Exercise, Body Conditioning",36
E06000022,Better,"Group Exercise, Trampoline Fitness",12
E06000022,Better,"Hatha Yoga, Yoga",408
E06000022,Better,HIIT,84
E06000022,Better,Indoor Cycling,168
E06000022,Better,Legs Bums And Tums,60
E06000022,Better,Pilates,164
E06000022,Better,Pump Fx,20
E06000022,Better,Soft Play,33336
E06000022,Better,Swimming,9696
E06000022,Better,Swimming Lessons,72
E06000022,Better,Tai Chi,24
E06000022,Better,Trampolining,2700
E06000022,Better,Zumba®,156
E06000022,Brea Avalon LLP,Sports Hall,86994
E06000022,England Netball,Walking Netball,6
E06000022,GLL,"Activities for Children, Swimming",9
E06000022,GLL,"Cycle Experiences, Swimming",59
E06000022,GLL,"Family Activities, Swimming",84
E06000022,GLL,"Fitness Classes, Swimming",724
E06000022,GLL,"Fitness classes, Swimming",76
E06000022,GLL,"Gym Workout, Swimming",336
E06000022,GLL,"Kids Activities , Swimming",147
E06000022,GLL,"Legs, Bums & Tums, Swimming",9
E06000022,GLL,"Squash, Swimming",61
E06000022,GLL,Swimming,335
E06000022,GLL,"Swimming, Swimming",269
E06000022,GLL,"Trampoline Park, Swimming",61
E06000022,GoodGym,Running,37
E06000022,Larkhall Sports Club,Sports Hall,246018
E06000022,Playwaze,Acting,16
E06000022,Playwaze,Basketball,4
E06000022,Playwaze,Dance Fitness,4
E06000022,Playwaze,FitSteps®,12
E06000022,Playwaze,FitSteps® Original,4
E06000022,Playwaze,Fun Keep Fitmovement To Music,4
E06000023,Bookwhen,Basketball,4
E06000023,Bookwhen,Yoga,208
E06000023,British Triathlon,Triathlon,1
E06000023,Everyone Active,,155875
E06000023,Everyone Active,Bodypump™,5
E06000023,Everyone Active,KFA Seated/Chair,5
E06000023,Everyone Active,Pilates,5
E06000023,Everyone Active,Rpm™,10
E06000023,GoodGym,Running,22
E06000023,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,14280
E06000023,TeamUp,,837
E06000023,University of Bristol,,10935
E06000024,British Triathlon,Triathlon,1
E06000024,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,471
E06000024,Places Leisure,,21645
E06000024,Places Leisure,Body Combat™,5
E06000024,Places Leisure,Bodypump™,10
E06000024,Places Leisure,Hatha Yoga,5
E06000024,Places Leisure,Indoor Cycling,5
E06000024,Places Leisure,Pilates,10
E06000024,Places Leisure,Swimming,10
E06000024,Places Leisure,Yoga,10
E06000024,Playwaze,FitSteps®,4
E06000025,British Triathlon,Duathlon,1
E06000025,British Triathlon,"Duathlon, Triathlon",1
E06000025,British Triathlon,Triathlon,1
E06000025,GoodGym,Running,1
E06000025,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,5622
E06000025,Pomphrey Hill Community Sports Association,Sports Hall,69762
E06000025,TeamUp,,4137
E06000026,Exercise Anywhere,Nordic Walking,6
E06000026,Playwaze,FitSteps®,28
E06000026,Playwaze,Flag Football,8
E06000026,Plymouth Active,,51560
E06000027,British Triathlon,Triathlon,14
E06000027,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,15273
E06000027,St Cuthbert Mayne School,Sports Hall,16484
E06000027,TeamUp,,636
E06000030,Better,Aqua Aerobics,60
E06000030,Better,Ballet Fitness,12
E06000030,Better,Body Conditioning,48
E06000030,Better,"Body Conditioning, Group Exercise",12
E06000030,Better,Boxfit,24
E06000030,Better,Circuit Training,48
E06000030,Better,"Climbing, Trampolining",728
E06000030,Better,Dance,12
E06000030,Better,Dance Fitness,24
E06000030,Better,"Dance Fitness, Group Exercise",24
E06000030,Better,Group Exercise,36
E06000030,Better,"Group Exercise, Body Conditioning",12
E06000030,Better,"Hatha Yoga, Yoga",60
E06000030,Better,Ice Skating,3452
E06000030,Better,Indoor Cycling,96
E06000030,Better,Legs Bums And Tums,36
E06000030,Better,Multisports,12
E06000030,Better,Pickleball,12
E06000030,Better,Pilates,132
E06000030,Better,Pump Fx,24
E06000030,Better,Soft Play,12564
E06000030,Better,Strength and Conditioning,40
E06000030,Better,Swimming,1500
E06000030,Better,Swimming Lessons,84
E06000030,Better,Tai Chi,12
E06000030,Better,"Tai Chi, Group Exercise",96
E06000030,Better,Tennis,36
E06000030,Better,Trampolining,2276
E06000030,Better,Yoga,12
E06000030,Better,Zumba®,40
E06000030,Bookwhen,"Artistic Gymnastics, Cheerleading",4
E06000030,GLL,"Adult Activities, Swimming",38
E06000030,GLL,"Athletics, Swimming",169
E06000030,GLL,"Badminton, Swimming",203
E06000030,GLL,"Fitness Classes, Swimming",394
E06000030,GLL,"Fitness classes, Swimming",7
E06000030,GLL,"Games, Swimming",233
E06000030,GLL,"Gym Workout, Swimming",373
E06000030,GLL,"Ice Skating, Swimming",547
E06000030,GLL,"Kids Activities , Swimming",66
E06000030,GLL,"Legs, Bums & Tums, Swimming",20
E06000030,GLL,"Social Activities, Swimming",28
E06000030,GLL,"Squash, Swimming",46
E06000030,GLL,Swimming,281
E06000030,GLL,"Swimming, Swimming",1239
E06000030,GLL,"Tennis, Swimming",176
E06000030,GLL,"Trampoline Park, Swimming",128
E06000030,Halo,,3129
E06000030,LRSO,Sports Hall,22298
E06000030,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,855
E06000031,British Triathlon,Triathlon,2
E06000031,Matthew Arnold Sports Centre,Sports Hall,680
E06000032,Active Luton,,8622
E06000032,GoodGym,Running,82
E06000032,Playwaze,Body Mind and Soul,8
E06000032,Playwaze,Cricket,36
E06000032,Playwaze,Flexibility/Stretching,4
E06000032,Playwaze,Group Exercise,40
E06000032,Playwaze,Running,20
E06000033,British Triathlon,Triathlon,1
E06000034,British Triathlon,Triathlon,1
E06000034,Exercise Anywhere,Nordic Walking,3
E06000034,TeamUp,,975
E06000035,TeamUp,,789
E06000035,TeamUp,Pilates,3
E06000036,Bookwhen,Barre,8
E06000036,Bookwhen,Clubbercise,52
E06000036,Bookwhen,Fitness Yoga,4
E06000036,Bookwhen,Stretch Class,8
E06000036,England Netball,Netball,16
E06000036,Everyone Active,,36805
E06000036,Everyone Active,Soft Play,80
E06000036,Playwaze,FitSteps®,32
E06000036,Wellington College,,11790
E06000037,Better,Aerobics,20
E06000037,Better,Aqua Aerobics,64
E06000037,Better,"Body Combat™, Group Exercise",64
E06000037,Better,Body Conditioning,60
E06000037,Better,"Body Conditioning, Group Exercise, Abs/Core",64
E06000037,Better,Circuit Training,124
E06000037,Better,Group Exercise,136
E06000037,Better,"Hatha Yoga, Yoga",80
E06000037,Better,HIIT,20
E06000037,Better,Indoor Cycling,96
E06000037,Better,Legs Bums And Tums,20
E06000037,Better,Pilates,60
E06000037,Better,Step Aerobics,20
E06000037,Better,Swimming,212
E06000037,Better,Swimming Lessons,20
E06000037,Better,Zumba®,148
E06000037,Bookwhen,Zumba®,92
E06000037,Everyone Active,,117900
E06000037,Everyone Active,Legs Bums And Tums,5
E06000037,Everyone Active,Zumba®,5
E06000037,Exercise Anywhere,Nordic Walking,3
E06000037,GLL,Fitness Classes,1
E06000037,GLL,"Fitness Classes, Swimming",307
E06000037,GLL,"Gym Workout, Swimming",58
E06000037,GLL,"Legs, Bums & Tums, Swimming",8
E06000037,GLL,Swimming,34
E06000037,GLL,"Swimming, Swimming",119
E06000037,Playwaze,Wheelchair Basketball,8
E06000038,Better,Aerobics,40
E06000038,Better,Aqua Aerobics,336
E06000038,Better,Badminton,44
E06000038,Better,Body Conditioning,140
E06000038,Better,Boxfit,120
E06000038,Better,Circuit Training,264
E06000038,Better,"Core Stability, Abs/Core, Group Exercise",20
E06000038,Better,Dance Fitness,20
E06000038,Better,"Dance Fitness, Group Exercise",220
E06000038,Better,Diving,500
E06000038,Better,Football,200
E06000038,Better,Functional Fitness,104
E06000038,Better,Group Exercise,208
E06000038,Better,"Hatha Yoga, Yoga",296
E06000038,Better,HIIT,68
E06000038,Better,Indoor Cycling,776
E06000038,Better,Legs Bums And Tums,60
E06000038,Better,Multisports,140
E06000038,Better,Pickleball,40
E06000038,Better,Pilates,324
E06000038,Better,Pump Fx,164
E06000038,Better,Soft Play,20472
E06000038,Better,Step Aerobics,40
E06000038,Better,Strength and Conditioning,72
E06000038,Better,Swimming,11120
E06000038,Better,Swimming Lessons,244
E06000038,Better,Yoga,20
E06000038,Better,Zumba®,40
E06000038,GLL,"Adult Activities, Swimming",9
E06000038,GLL,"Badminton, Swimming",52
E06000038,GLL,"Diving , Swimming",28
E06000038,GLL,"Fitness Classes, Swimming",975
E06000038,GLL,"Gym Workout, Swimming",384
E06000038,GLL,"Legs, Bums & Tums, Swimming",26
E06000038,GLL,"Social Activities, Swimming",10
E06000038,GLL,Swimming,328
E06000038,GLL,"Swimming, Swimming",583
E06000039,Everyone Active,,100915
E06000039,Everyone Active,Gym Workout,15
E06000039,Everyone Active,Trampolining,5
E06000039,GoodGym,Running,12
E06000040,,Sports Hall,297
E06000040,Bookwhen,Clubbercise,24
E06000040,Bookwhen,Zumba®,28
E06000040,British Triathlon,Triathlon,1
E06000040,GoodGym,Running,14
E06000040,Playwaze,FitSteps®,16
E06000040,Serco Leisure,,2172
E06000041,Better,Aerobics,20
E06000041,Better,Aqua Aerobics,40
E06000041,Better,Body Conditioning,80
E06000041,Better,Bodybalance™,48
E06000041,Better,Boxfit,20
E06000041,Better,Circuit Training,100
E06000041,Better,"Core Stability, Abs/Core, Group Exercise",40
E06000041,Better,Cycling,396
E06000041,Better,"Dance Fitness, Group Exercise",20
E06000041,Better,Group Exercise,20
E06000041,Better,"Hatha Yoga, Yoga",140
E06000041,Better,HIIT,40
E06000041,Better,Indoor Cycling,2520
E06000041,Better,Legs Bums And Tums,20
E06000041,Better,Multisports,20
E06000041,Better,Pilates,80
E06000041,Better,Pump Fx,20
E06000041,Better,Soft Play,20112
E06000041,Better,Swimming,10696
E06000041,Better,Swimming Lessons,140
E06000041,Better,Zumba®,60
E06000041,Bookwhen,Clubbercise,12
E06000041,England Netball,Walking Netball,15
E06000041,GLL,"Fitness Classes, Swimming",642
E06000041,GLL,"Gym Workout, Swimming",85
E06000041,GLL,"Social Activities, Swimming",9
E06000041,GLL,Swimming,10
E06000041,GLL,"Swimming, Swimming",98
E06000041,Orchard Learning Alliance,Sports Hall,52986
E06000041,Places Leisure,,78030
E06000041,Places Leisure,Aqua Fit,5
E06000041,Places Leisure,Pilates,5
E06000041,Playwaze,FitSteps®,8
E06000041,Reading Rugby Club,Sports Hall,178822
E06000041,TeamUp,,3720
E06000042,Bookwhen,"Group Exercise, Pound™",12
E06000042,Bookwhen,Pound™,12
E06000042,British Triathlon,Triathlon,1
E06000042,Exercise Anywhere,Nordic Walking,66
E06000042,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,2616
E06000042,Places Leisure,,3565
E06000042,Places Leisure,Swimming,5
E06000042,Playwaze,Football,16
E06000042,Serco Leisure,,7875
E06000043,British Triathlon,"Swimming, Triathlon",1
E06000043,British Triathlon,"Triathlon, Duathlon",1
E06000043,GoodGym,Running,13
E06000043,Playwaze,Body Conditioning,4
E06000043,Playwaze,Bollywood,8
E06000043,Playwaze,Bootcamp,8
E06000043,Playwaze,Contemporary,8
E06000043,Playwaze,Dance,16
E06000043,Playwaze,Fencing,8
E06000043,Playwaze,Other,16
E06000043,Playwaze,Pilates,4
E06000043,Playwaze,Zumba®,8
E06000043,SportSuite,Swimming,1
E06000044,GoodGym,Running,17
E06000044,Playwaze,Badminton,8
E06000045,GoodGym,Running,9
E06000045,Playwaze,Gym Workout,40
E06000046,Bookwhen,Trx®,128
E06000046,England Netball,Walking Netball,1
E06000046,Playwaze,FitSteps®,20
E06000046,Playwaze,FitSteps® FAB,8
E06000047,Bookwhen,"Abs/Core, Core Stability, Flexibility/Stretching, Pilates, Stretch And Tone",4
E06000047,Bookwhen,"Dance Aerobics, Rock and Roll, Swing",24
E06000047,British Triathlon,Triathlon,1
E06000047,Playwaze,Badminton,8
E06000047,Playwaze,Dance Fitness,8
E06000047,Playwaze,FitSteps®,12
E06000047,Playwaze,Piyo®,4
E06000047,Playwaze,Zumba®,4
E06000047,Playwaze,Zumba® Toning,4
E06000047,TeamUp,,12525
E06000049,Actihire,Sports Hall,151144
E06000049,British Triathlon,Triathlon,3
E06000049,Matthew Arnold Sports Centre,Sports Hall,2032
E06000049,Playwaze,Badminton,4
E06000049,TeamUp,,7209
E06000049,TeamUp,Crossfit,6
E06000050,Actihire,Sports Hall,231758
E06000050,Bookwhen,"Functional Fitness, Multi Fitness, Strength and Conditioning",28
E06000050,British Triathlon,Aquathlon,4
E06000050,British Triathlon,Triathlon,4
E06000050,Exercise Anywhere,Nordic Walking,63
E06000050,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,4845
E06000050,Playwaze,FitSteps®,8
E06000050,Playwaze,Other,40
E06000051,Bookwhen,Qigong,4
E06000051,British Triathlon,Triathlon,3
E06000051,Exercise Anywhere,Nordic Walking,78
E06000051,Halo,,23319
E06000051,Prees Sports and Social Club,Sports Hall,65860
E06000051,Serco Leisure,,15312
E06000052,Better,Aerobics,24
E06000052,Better,Aqua Aerobics,952
E06000052,Better,Body Combat™,104
E06000052,Better,Body Conditioning,768
E06000052,Better,"Body Conditioning, Group Exercise",208
E06000052,Better,Boxfit,152
E06000052,Better,Circuit Training,528
E06000052,Better,"Climbing, Trampolining",588
E06000052,Better,"Core Stability, Abs/Core, Group Exercise",244
E06000052,Better,Dance,52
E06000052,Better,"Dance Fitness, Group Exercise",152
E06000052,Better,Functional Fitness,684
E06000052,Better,"Hatha Yoga, Yoga",856
E06000052,Better,HIIT,176
E06000052,Better,Indoor Cycling,904
E06000052,Better,Judo,28
E06000052,Better,Legs Bums And Tums,216
E06000052,Better,Multisports,432
E06000052,Better,Pickleball,68
E06000052,Better,Pilates,820
E06000052,Better,Pump Fx,264
E06000052,Better,Soft Play,76504
E06000052,Better,Strength and Conditioning,80
E06000052,Better,Swimming,72896
E06000052,Better,Swimming Lessons,648
E06000052,Better,"Swimming, Aqua Aerobics",416
E06000052,Better,Tai Chi,52
E06000052,Better,Tennis,72
E06000052,Better,Trampolining,5032
E06000052,Better,Walking Cricket,52
E06000052,Better,Walking Football,76
E06000052,Better,Walking Netball,24
E06000052,Better,Zumba®,120
E06000052,Bookwhen,"Dance, Dance Fitness, Zumba®",8
E06000052,British Triathlon,Triathlon,3
E06000052,England Netball,Netball,1
E06000052,Exercise Anywhere,Nordic Walking,18
E06000052,GLL,"Adult Activities, Swimming",39
E06000052,GLL,"Fitness Classes, Swimming",2319
E06000052,GLL,"Fitness classes, Swimming",15
E06000052,GLL,"Football, Swimming",7
E06000052,GLL,"Games, Swimming",46
E06000052,GLL,"Gym Workout, Swimming",901
E06000052,GLL,"Healthwise, Swimming",14
E06000052,GLL,"Kids Activities , Swimming",36
E06000052,GLL,"Legs, Bums & Tums, Swimming",64
E06000052,GLL,"Netball draft, Swimming",21
E06000052,GLL,"Senior  Activities, Swimming",38
E06000052,GLL,"Social Activities, Swimming",8
E06000052,GLL,Swimming,209
E06000052,GLL,"Swimming, Swimming",2396
E06000052,GLL,"Tennis, Swimming",196
E06000052,GLL,"Trampoline Park, Swimming",63
E06000052,Playwaze,Breathwork,4
E06000052,Playwaze,Coasteering,32
E06000052,Playwaze,Cold Water Swimming,8
E06000052,Playwaze,Dance,4
E06000052,Playwaze,FitSteps®,8
E06000052,Playwaze,Group Exercise,4
E06000052,Playwaze,HIIT,4
E06000052,Playwaze,Multi Fitness,4
E06000052,Playwaze,Multisports,4
E06000052,Playwaze,Other,40
E06000052,Playwaze,Stand Up Paddleboarding,16
E06000052,Playwaze,Table Tennis,12
E06000052,Playwaze,Walking,36
E06000052,Playwaze,Walking Netball,4
E06000052,Playwaze,Yoga,20
E06000054,Bookwhen,Personal Training,248
E06000054,British Triathlon,"Aquathlon, Triathlon",1
E06000054,British Triathlon,Triathlon,13
E06000054,British Triathlon,"Triathlon, Aquathlon",1
E06000054,Exercise Anywhere,Nordic Walking,60
E06000054,Matthew Arnold Sports Centre,Sports Hall,2212
E06000054,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,10050
E06000054,Playwaze,Badminton,8
E06000055,Bedford Town Football Club,Sports Hall,88740
E06000055,Better,Athletics,380
E06000055,Better,Badminton,12
E06000055,Better,Basketball,212
E06000055,Better,Pickleball,8
E06000055,Better,Soft Play,30824
E06000055,Better,Swimming,18296
E06000055,Better,Tennis,16
E06000055,Bookwhen,Aerial Discipline,8
E06000055,Bookwhen,Aerial Hoop,4
E06000055,Bookwhen,"Aerial Hoop, Pole Dancing",28
E06000055,Bookwhen,Pole Dancing,8
E06000055,Bookwhen,Pole Fitness,16
E06000055,British Triathlon,Triathlon,6
E06000055,GLL,"Activities for Children, Swimming",440
E06000055,GLL,"Adult Activities, Swimming",14
E06000055,GLL,"Athletics, Swimming",60
E06000055,GLL,"Badminton, Swimming",14
E06000055,GLL,"Family Activities, Swimming",7
E06000055,GLL,"Fitness Classes, Swimming",595
E06000055,GLL,"Football, Swimming",52
E06000055,GLL,"Games, Swimming",37
E06000055,GLL,"Gym Workout, Swimming",299
E06000055,GLL,"Kids Activities , Swimming",19
E06000055,GLL,"Legs, Bums & Tums, Swimming",45
E06000055,GLL,Swimming,165
E06000055,GLL,"Swimming, Swimming",443
E06000055,GLL,"Trampoline Park, Swimming",536
E06000055,Marston Moretaine Playing Fields,Sports Hall,1280
E06000055,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,1764
E06000055,Playwaze,Angling,8
E06000055,Playwaze,Cricket,12
